-0.091631755	-0.2548921	0.1497352	-0.17998002	-0.10238466	-0.1929962	0.06081507	-0.45255792	0.097051665	0.25297493	-0.033284694	-0.2713121	0.2035151	0.23756357	0.1754418	0.15149987
0.14055401	-0.17706028	0.23469387	-0.21840279	0.10582167	0.11948245	0.3859194	-0.46141356	-0.0489126	0.0027915926	-0.18017322	-0.2817434	0.30155218	0.12522182	0.35964325	0.21021827
-0.10246768	0.021505825	0.07587138	-0.3874177	-0.059739787	0.1241306	-0.06355691	-0.3062558	-0.24717277	-0.09693125	0.18024081	-0.4083853	0.314775	0.2746448	-0.07622844	-0.20735946
-0.13913077	-0.06018234	0.0157083	0.057031155	-0.18069012	0.045099568	-0.03177249	-0.39864883	0.07712881	0.227271	-0.027038319	-0.10469378	0.02471256	-0.013127544	0.060148403	0.11486814
0.03402203	0.35205266	0.25070247	0.0657213	0.12985627	0.20665815	0.06865757	-0.18355419	0.004901953	0.2954422	0.048239842	-0.20507018	0.20452814	0.046270467	-0.044552818	0.071439534
-0.3159843	0.23860355	-0.13164331	-0.513286	-0.033504263	0.04569103	-0.43407133	0.17876284	-0.36659718	-0.321106	0.3706774	-0.47041976	0.41677758	0.48405018	-0.32397392	-0.4388245
-0.017126067	-0.2637041	0.07478493	-0.18278262	-0.024182204	0.022482358	0.24547511	-0.40837252	-0.030565616	-0.062479176	-0.12669793	-0.2829555	0.18648669	0.18914242	0.27975094	0.12563197
-0.046554513	-0.15216497	0.12597652	-0.17084946	-0.006679173	-0.11076157	0.016240139	-0.33490705	0.06834793	0.15088251	0.067254014	-0.23069124	0.27433106	0.23288164	0.1322276	0.11560299
-0.31413406	0.07700502	-0.064408116	0.03198981	-0.20723213	-0.41057518	-0.37158617	-0.3205334	0.19354953	0.39667407	0.3739842	-0.17299536	0.06430308	0.19531322	-0.42034137	-0.114471845
-0.16037183	-0.20766164	-0.002396724	-0.12407726	-0.18494064	-0.15655601	-0.094263576	-0.35779735	0.026786394	0.18461853	0.10695113	-0.19059113	0.12552574	0.16965577	-0.011796616	0.00046167016
-0.26430807	-0.48939335	-0.20923208	-0.24142362	-0.23718075	-0.15513602	0.016948702	-0.5364254	-0.19518715	-0.16862865	0.044697236	-0.23338328	-0.11103311	0.1625335	0.43378925	-0.004661747
0.028632484	-0.15125088	0.17783807	-0.018123211	0.07941778	-0.15900706	0.010645969	-0.34513244	0.25331828	0.3226849	-0.081570014	-0.21113211	0.19276868	0.092766	0.06599788	0.11300002
-0.3273521	0.31976658	-0.08608685	0.4522202	-0.3300487	-0.0074990294	-0.16131428	-0.35458794	0.34472907	0.4803721	0.0075533213	0.2333279	-0.30499154	-0.28608188	-0.12079787	0.17264922
0.028291598	-0.22729169	0.1714212	-0.0036848243	0.00846584	0.14255528	0.22654326	-0.40715766	-0.006121636	0.055714082	-0.15537766	-0.13824694	0.051875405	-0.052818593	0.36873996	0.18290442
0.34037122	0.31915417	0.30785793	0.21131386	0.27874812	0.24136886	0.2526972	-0.31057778	0.16871996	0.21272302	-0.28855222	0.1217852	0.117162056	-0.2119485	0.22937347	0.26417276
0.20138483	0.0696392	0.23090191	0.2450572	0.11047849	0.10633062	0.18487675	-0.35658813	0.2618482	0.4005243	-0.24155037	0.14567348	0.12308265	-0.092797436	0.2171273	0.22213517
0.07322849	0.09657115	0.2415789	0.2220032	0.09079269	0.22971275	0.17108843	-0.31096128	0.08604122	0.25195011	-0.11968225	0.003299029	0.06125482	-0.1204426	0.22702914	0.22546653
0.086209394	-0.0045853294	0.21545008	-0.010696998	0.014873915	0.21936157	0.25485632	-0.31762454	-0.058893092	0.07103046	-0.1236522	-0.13952765	0.06669446	-0.035779495	0.27176127	0.14716105
-0.3276589	0.24933742	-0.12000425	-0.45065716	-0.16401182	0.43315032	-0.40853146	0.20161776	-0.4643853	-0.462804	0.33961785	-0.49625638	0.2899197	0.43125394	-0.2286149	-0.46747553
-0.060708944	-0.065916754	0.0015799565	0.21132347	-0.22005157	0.23360847	0.14964628	-0.42818835	-0.046373125	0.16745289	-0.18242444	0.0980394	-0.2622689	-0.22900617	0.27865243	0.16058223
-0.19716981	0.0011713367	-0.0011484469	0.05038453	-0.18990724	0.18142517	0.049933583	-0.4503872	-0.035612915	0.07395841	-0.09200537	-0.04962507	-0.12611347	-0.12839706	0.22111687	0.114214554
-0.13368547	-0.080964774	0.1456036	-0.31058654	0.043177024	-0.35135663	-0.3648351	-0.029139787	0.023032537	0.1289565	0.2807023	-0.34923202	0.35535696	0.40680215	-0.38006806	-0.19682778
0.23444855	-0.33742994	0.21152958	-0.20748393	0.24527535	-0.35417095	0.115459524	-0.30138507	0.23605597	0.33439156	-0.12680641	-0.2301312	0.33222738	0.28140855	-0.001772571	0.14976516
-0.10211711	-0.21875136	-0.018446203	-0.30909333	-0.020379394	-0.030894643	0.08017539	-0.29112536	-0.09123893	-0.099901535	-0.0031149872	-0.3234646	0.17038411	0.18500999	0.24202357	0.025566088
0.06268125	0.088037565	0.16910827	-0.09520224	0.081975326	0.067892045	0.0964342	-0.1990835	0.009507728	0.12933609	-0.008214263	-0.175936	0.22868377	0.060055893	0.050037235	0.04200087
-0.25892097	0.11052356	0.014013532	0.034916483	-0.096681125	-0.035969928	-0.22276932	-0.25613394	0.09114844	0.27305844	0.1840725	-0.13227153	0.029902272	0.091320544	-0.12163648	-0.029220086
0.047657467	0.19712809	0.19572352	0.28664157	0.0011045472	0.24759775	0.14288755	-0.34900016	0.13596329	0.2614419	-0.19152316	0.124536246	-0.03538021	-0.23049827	0.1944402	0.14679433
0.42159352	-0.5009643	0.4177029	-0.29408136	0.4634809	-0.50048745	0.25657737	-0.30157897	0.46801373	0.45105308	-0.3273296	-0.33412156	0.4107959	0.41589427	-0.12760748	0.42525035
-0.037810408	0.27632028	0.1477036	-0.040126894	0.10476407	0.19793403	-0.058870267	-0.10238586	-0.04114001	0.1628948	0.09871199	-0.28111723	0.20201336	0.07536683	-0.16823131	-0.06603953
0.056308806	-0.033297595	0.19720969	0.03420037	0.053951558	0.102331296	0.18480645	-0.31156522	0.012079224	0.089774385	-0.17011958	-0.1264539	0.119600356	-0.0037291483	0.23369364	0.21026658
-0.1152109	0.1437463	0.09771103	0.22516674	-0.050273303	-0.101122364	-0.11911245	-0.2548939	0.23164587	0.325696	0.053354453	0.05229441	0.048144072	-0.09233875	-0.09326487	0.11680915
0.13221589	-0.4614394	0.21716093	0.11948754	0.24117662	-0.4724493	-0.056536164	-0.30093747	0.41742525	0.43992782	-0.13025434	0.07467351	0.27105263	0.34519792	-0.25983304	0.34092113
-0.05962103	0.17386015	0.016178194	0.4651259	-0.17681728	0.24912068	0.12973922	-0.45727924	0.3832415	0.37433255	-0.14551227	0.4957827	-0.50932026	-0.43017477	0.24043499	0.25587502
-0.06874354	0.02273917	0.12402708	0.23024957	-0.029702608	-0.13019514	-0.054144815	-0.40627408	0.2650995	0.3862858	-0.052302532	0.08738962	0.019993255	-0.057329595	0.048910942	0.1321338
0.10096547	0.21261169	0.12020379	0.25665337	-0.060460757	0.3734665	0.3086666	-0.39000943	-0.13170464	0.038261928	-0.29507393	0.13017212	-0.18421245	-0.26308078	0.30501184	0.23101312
-0.29226664	-0.13918236	-0.12569167	0.052349392	-0.26626864	-0.25783485	-0.2519831	-0.35336483	0.040193822	0.28976676	0.14328939	-0.058304906	-0.045728028	0.022146264	-0.10564647	0.012430401
-0.21634053	-0.2092364	-0.05969231	-0.23422192	-0.14070712	-0.1961135	-0.22484803	-0.25841084	-0.11058096	-0.006390595	0.16894674	-0.3150827	0.10827098	0.23786306	0.0011741945	-0.18159768
